numRequests,tamanhoResposta,totalImageSize,RequestsJS,RequestsHTML,RequestsCSS,avgNumRequests,avgTamanhoResposta,avgTotalImageSize,avgRequestsJS,avgRequestsHTML,avgRequestsCSS,totalSilenceTime,avgSilenceTime,silenceCount
217,4991861,3836736,69,19,64,21.7,499186.1,383673.6,6.9,1.9,6.4,266.0,14.777777777777779,18
247,6511021,5246370,78,19,69,24.7,651102.1,524637.0,7.8,1.9,6.9,288.0,15.157894736842104,19
257,6521036,5195526,83,19,71,25.7,652103.6,519552.6,8.3,1.9,7.1,272.0,15.11111111111111,18
241,4600059,3361327,78,20,75,24.1,460005.9,336132.7,7.8,2.0,7.5,287.0,15.105263157894736,19
224,5555022,4506675,66,19,70,22.4,555502.2,450667.5,6.6,1.9,7.0,274.0,15.222222222222221,18
215,5320476,4213459,68,18,67,21.5,532047.6,421345.9,6.8,1.8,6.7,269.0,15.823529411764707,17
306,12935945,12047560,49,18,50,30.6,1293594.5,1204756.0,4.9,1.8,5.0,279.0,16.41176470588235,17
309,12922734,12059082,51,18,53,30.9,1292273.4,1205908.2,5.1,1.8,5.3,272.0,16.0,17
336,13917112,12851159,66,19,61,33.6,1391711.2,1285115.9,6.6,1.9,6.1,275.0,15.277777777777779,18
327,12217914,11037744,69,19,63,32.7,1221791.4,1103774.4,6.9,1.9,6.3,283.0,15.722222222222221,18
345,12461058,11176134,74,20,73,34.5,1246105.8,1117613.4,7.4,2.0,7.3,286.0,15.052631578947368,19
220,3264866,1883098,84,19,80,22.0,326486.6,188309.8,8.4,1.9,8.0,264.0,14.666666666666666,18
246,5314575,3934237,75,20,74,24.6,531457.5,393423.7,7.5,2.0,7.4,284.0,14.947368421052632,19
207,4419494,3299671,57,18,56,20.7,441949.4,329967.1,5.7,1.8,5.6,261.0,15.352941176470589,17
215,5305622,4114268,61,18,58,21.5,530562.2,411426.8,6.1,1.8,5.8,273.0,16.058823529411764,17
224,5547695,4304109,67,18,57,22.4,554769.5,430410.9,6.7,1.8,5.7,273.0,16.058823529411764,17
245,6835717,5509434,70,19,60,24.5,683571.7,550943.4,7.0,1.9,6.0,293.0,16.27777777777778,18
197,4538787,3296030,67,19,59,19.7,453878.7,329603.0,6.7,1.9,5.9,280.0,15.555555555555555,18
282,10168290,8801107,69,20,61,28.2,1016829.0,880110.7,6.9,2.0,6.1,288.0,15.157894736842104,19
292,10102367,8779919,68,20,61,29.2,1010236.7,877991.9,6.8,2.0,6.1,292.0,15.368421052631579,19
288,11217973,10043672,57,20,55,28.8,1121797.3,1004367.2,5.7,2.0,5.5,273.0,14.368421052631579,19
270,10902629,9853377,51,19,51,27.0,1090262.9,985337.7,5.1,1.9,5.1,264.0,14.666666666666666,18
279,10869817,9743702,60,20,55,27.9,1086981.7,974370.2,6.0,2.0,5.5,284.0,14.947368421052632,19
203,5115571,3988784,66,20,58,20.3,511557.1,398878.4,6.6,2.0,5.8,286.0,15.052631578947368,19
175,4018729,3013732,62,19,50,17.5,401872.9,301373.2,6.2,1.9,5.0,272.0,15.11111111111111,18
204,4813001,3591645,75,19,59,20.4,481300.1,359164.5,7.5,1.9,5.9,277.0,15.38888888888889,18
250,5748217,4330661,83,21,72,25.0,574821.7,433066.1,8.3,2.1,7.2,292.0,14.6,20
244,6088696,4722483,79,20,67,24.4,608869.6,472248.3,7.9,2.0,6.7,281.0,14.789473684210526,19
255,7139895,5802104,77,19,68,25.5,713989.5,580210.4,7.7,1.9,6.8,277.0,15.38888888888889,18
