numRequests,tamanhoResposta,totalImageSize,RequestsJS,RequestsHTML,RequestsCSS,avgNumRequests,avgTamanhoResposta,avgTotalImageSize,avgRequestsJS,avgRequestsHTML,avgRequestsCSS,totalSilenceTime,avgSilenceTime,silenceCount
346,12712647,11158323,85,27,72,34.6,1271264.7,1115832.3,8.5,2.7,7.2,278.0,10.692307692307692,26
344,12737670,11163974,84,27,70,34.4,1273767.0,1116397.4,8.4,2.7,7.0,271.0,10.423076923076923,26
336,12503497,10872169,93,28,79,33.6,1250349.7,1087216.9,9.3,2.8,7.9,287.0,10.62962962962963,27
339,13373849,11776201,92,28,85,33.9,1337384.9,1177620.1,9.2,2.8,8.5,286.0,10.592592592592593,27
327,13612458,12238168,82,28,72,32.7,1361245.8,1223816.8,8.2,2.8,7.2,289.0,10.703703703703704,27
313,10170245,8632960,89,28,79,31.3,1017024.5,863296.0,8.9,2.8,7.9,288.0,10.666666666666666,27
322,12374188,11013033,80,28,74,32.2,1237418.8,1101303.3,8.0,2.8,7.4,284.0,10.518518518518519,27
323,11090989,9583034,87,28,74,32.3,1109098.9,958303.4,8.7,2.8,7.4,290.0,10.74074074074074,27
382,13332780,11547548,97,28,88,38.2,1333278.0,1154754.8,9.7,2.8,8.8,281.0,10.407407407407407,27
446,15599893,13426288,117,30,111,44.6,1559989.3,1342628.8,11.7,3.0,11.1,292.0,10.068965517241379,29
417,13977305,11949692,113,29,104,41.7,1397730.5,1194969.2,11.3,2.9,10.4,283.0,10.107142857142858,28
443,14324403,12191391,117,30,107,44.3,1432440.3,1219139.1,11.7,3.0,10.7,289.0,9.96551724137931,29
423,14145697,12142589,106,29,100,42.3,1414569.7,1214258.9,10.6,2.9,10.0,285.0,10.178571428571429,28
362,9987145,8209947,99,29,89,36.2,998714.5,820994.7,9.9,2.9,8.9,293.0,10.464285714285714,28
312,7245227,5525529,96,27,79,31.2,724522.7,552552.9,9.6,2.7,7.9,282.0,10.846153846153847,26
313,7735780,6012999,96,27,82,31.3,773578.0,601299.9,9.6,2.7,8.2,281.0,10.807692307692308,26
291,5683913,3949664,104,28,88,29.1,568391.3,394966.4,10.4,2.8,8.8,283.0,10.481481481481481,27
271,5735100,4145643,94,28,85,27.1,573510.0,414564.3,9.4,2.8,8.5,282.0,10.444444444444445,27
288,6213792,4602331,98,28,90,28.8,621379.2,460233.1,9.8,2.8,9.0,289.0,10.321428571428571,28
286,6188550,4655147,91,28,95,28.6,618855.0,465514.7,9.1,2.8,9.5,277.0,10.25925925925926,27
300,6139121,4623680,89,30,100,30.0,613912.1,462368.0,8.9,3.0,10.0,289.0,9.96551724137931,29
269,5136660,3617293,83,29,91,26.9,513666.0,361729.3,8.3,2.9,9.1,288.0,10.285714285714286,28
305,6097418,4351070,97,30,99,30.5,609741.8,435107.0,9.7,3.0,9.9,293.0,10.10344827586207,29
299,5349801,3600571,100,30,98,29.9,534980.1,360057.1,10.0,3.0,9.8,290.0,10.0,29
384,11352294,9562810,105,31,89,38.4,1135229.4,956281.0,10.5,3.1,8.9,290.0,9.666666666666666,30
358,10443712,8666349,105,29,81,35.8,1044371.2,866634.9,10.5,2.9,8.1,280.0,10.0,28
445,14471785,12520249,114,29,88,44.5,1447178.5,1252024.9,11.4,2.9,8.8,283.0,10.107142857142858,28
480,16723039,14819583,115,29,86,48.0,1672303.9,1481958.3,11.5,2.9,8.6,281.0,10.035714285714286,28
478,17135792,15253912,110,28,81,47.8,1713579.2,1525391.2,11.0,2.8,8.1,279.0,10.333333333333334,27
415,11682029,9833354,108,28,87,41.5,1168202.9,983335.4,10.8,2.8,8.7,278.0,10.296296296296296,27
422,12574698,10957111,98,28,86,42.2,1257469.8,1095711.1,9.8,2.8,8.6,286.0,10.592592592592593,27
391,10040641,8441060,103,28,92,39.1,1004064.1,844106.0,10.3,2.8,9.2,284.0,10.518518518518519,27
378,9509611,7898594,103,27,93,37.8,950961.1,789859.4,10.3,2.7,9.3,282.0,10.846153846153847,26
379,9841004,8120264,109,26,97,37.9,984100.4,812026.4,10.9,2.6,9.7,282.0,11.28,25
418,15396326,13803878,100,26,90,41.8,1539632.6,1380387.8,10.0,2.6,9.0,285.0,11.4,25
437,16685079,14837501,112,27,98,43.7,1668507.9,1483750.1,11.2,2.7,9.8,289.0,11.115384615384615,26
383,14975446,13346538,94,26,90,38.3,1497544.6,1334653.8,9.4,2.6,9.0,273.0,10.92,25
381,14796499,13191632,91,27,89,38.1,1479649.9,1319163.2,9.1,2.7,8.9,282.0,10.846153846153847,26
418,18832724,17398770,81,28,83,41.8,1883272.4,1739877.0,8.1,2.8,8.3,286.0,10.592592592592593,27
