numRequests,tamanhoResposta,totalImageSize,RequestsJS,RequestsHTML,RequestsCSS,avgNumRequests,avgTamanhoResposta,avgTotalImageSize,avgRequestsJS,avgRequestsHTML,avgRequestsCSS,totalSilenceTime,avgSilenceTime,silenceCount
139,5682518,5425415,13,7,16,13.9,568251.8,542541.5,1.3,0.7,1.6,251.0,41.833333333333336,6
131,4330092,3909954,20,7,20,13.1,433009.2,390995.4,2.0,0.7,2.0,263.0,43.833333333333336,6
130,4175348,3768666,22,7,20,13.0,417534.8,376866.6,2.2,0.7,2.0,256.0,42.666666666666664,6
152,4933344,4389614,30,8,25,15.2,493334.4,438961.4,3.0,0.8,2.5,285.0,40.714285714285715,7
91,2050973,1458086,36,7,27,9.1,205097.3,145808.6,3.6,0.7,2.7,249.0,41.5,6
116,3159292,2520226,40,8,32,11.6,315929.2,252022.6,4.0,0.8,3.2,273.0,39.0,7
111,3170060,2629446,35,7,26,11.1,317006.0,262944.6,3.5,0.7,2.6,239.0,39.833333333333336,6
124,3388197,2761700,37,7,30,12.4,338819.7,276170.0,3.7,0.7,3.0,237.0,39.5,6
107,2674967,2144960,30,7,27,10.7,267496.7,214496.0,3.0,0.7,2.7,235.0,39.166666666666664,6
96,2418266,1929828,25,7,25,9.6,241826.6,192982.8,2.5,0.7,2.5,243.0,40.5,6
135,4480935,4038360,18,7,19,13.5,448093.5,403836.0,1.8,0.7,1.9,242.0,40.333333333333336,6
125,4498782,4116359,17,7,17,12.5,449878.2,411635.9,1.7,0.7,1.7,239.0,39.833333333333336,6
125,4404995,3983921,21,8,19,12.5,440499.5,398392.1,2.1,0.8,1.9,285.0,40.714285714285715,7
133,4514125,4024655,27,7,21,13.3,451412.5,402465.5,2.7,0.7,2.1,257.0,42.833333333333336,6
157,5276894,4733844,33,8,24,15.7,527689.4,473384.4,3.3,0.8,2.4,287.0,41.0,7
100,2359232,1759175,38,7,28,10.0,235923.2,175917.5,3.8,0.7,2.8,253.0,42.166666666666664,6
102,2262963,1683715,36,7,29,10.2,226296.3,168371.5,3.6,0.7,2.9,247.0,41.166666666666664,6
90,2230357,1784459,29,7,21,9.0,223035.7,178445.9,2.9,0.7,2.1,245.0,40.833333333333336,6
81,2102300,1739517,25,7,18,8.1,210230.0,173951.7,2.5,0.7,1.8,249.0,41.5,6
69,1328747,929109,25,7,23,6.9,132874.7,92910.9,2.5,0.7,2.3,261.0,43.5,6
56,1011793,728898,20,7,18,5.6,101179.3,72889.8,2.0,0.7,1.8,258.0,43.0,6
63,1072762,659388,25,8,22,6.3,107276.2,65938.8,2.5,0.8,2.2,290.0,41.42857142857143,7
56,967528,554436,23,7,22,5.6,96752.8,55443.6,2.3,0.7,2.2,250.0,41.666666666666664,6
60,1344803,913753,24,7,21,6.0,134480.3,91375.3,2.4,0.7,2.1,254.0,42.333333333333336,6
55,1184265,859770,18,7,16,5.5,118426.5,85977.0,1.8,0.7,1.6,246.0,41.0,6
90,2348399,1805708,29,8,28,9.0,234839.9,180570.8,2.9,0.8,2.8,274.0,39.142857142857146,7
